Latency,Requests,Throughput,Measured_Throughput,Baseline,Orchestrator,Benchmark,Infinite,Exp,N,Availability,Horizontal,Vertical,Threads,Connections,Duration,Mean,Max,StdDev,ReqSec
23460.0,1000.0,7737.0,5313,1,nomad,mm,1,exp15,4,1,1,1,8,512,30,14415.707,27033.6,4519.031,257.35
24000.0,1000.0,7602.0,5245,1,nomad,mm,1,exp15,5,1,1,1,8,512,30,14852.877,26165.248,4553.62,252.85
6.9,1000.0,29659.0,19936,1,nomad,hr,1,exp15,4,1,1,1,8,512,30,1.685,53.12,2.249,988.28
33.06,1000.0,29789.0,19963,1,nomad,hr,1,exp15,3,1,1,1,8,512,30,2.434,131.584,6.401,992.59
5.04,1000.0,29933.0,19999,1,nomad,hr,1,exp15,2,1,1,1,8,512,30,1.626,34.656,1.564,997.38
23720.0,1000.0,7699.0,5306,1,nomad,mm,1,exp15,1,1,1,1,8,512,30,14661.216,25919.488,4492.067,256.56
1.58,1000.0,29659.0,19937,1,nomad,sn,1,exp15,1,1,1,1,8,512,30,0.894,2.464,0.276,987.99
3.5,1000.0,29932.0,19998,1,nomad,hr,1,exp15,1,1,1,1,8,512,30,1.498,15.0,0.703,996.5
25330.0,1500.0,7706.0,5271,1,nomad,mm,1,exp15,3,1,1,1,8,512,30,16272.535,27148.288,4825.295,256.31
25460.0,1500.0,7651.0,5237,1,nomad,mm,1,exp15,5,1,1,1,8,512,30,16277.049,26968.064,4855.493,254.85
25610.0,1500.0,7677.0,5263,1,nomad,mm,1,exp15,1,1,1,1,8,512,30,16307.282,27361.28,4880.381,255.34
25460.0,1500.0,7743.0,5302,1,nomad,mm,1,exp15,2,1,1,1,8,512,30,16300.706,27213.824,4848.101,257.62
25350.0,1500.0,7811.0,5368,1,nomad,mm,1,exp15,4,1,1,1,8,512,30,16330.175,27279.36,4808.125,260.13
12040.0,2000.0,41524.0,28164,1,nomad,hr,1,exp15,2,1,1,1,8,512,30,5947.326,17514.496,2527.186,1382.46
12430.0,2000.0,41322.0,27908,1,nomad,hr,1,exp15,3,1,1,1,8,512,30,5811.469,16556.032,2606.415,1377.44
16129.999999999998,2000.0,32034.0,21281,1,nomad,hr,1,exp15,4,1,1,1,8,512,30,8717.907,20381.696,3222.584,1065.63
26530.0,2000.0,7619.0,5173,1,nomad,mm,1,exp15,5,1,1,1,8,512,30,17272.585,28033.024,5056.838,253.45
26460.0,2000.0,7705.0,5274,1,nomad,mm,1,exp15,4,1,1,1,8,512,30,17358.672,28442.624,5075.743,256.26
26430.0,2000.0,7860.0,5394,1,nomad,mm,1,exp15,3,1,1,1,8,512,30,17215.568,27820.032,5057.633,261.46
26410.0,2000.0,7844.0,5391,1,nomad,mm,1,exp15,2,1,1,1,8,512,30,17149.6,27705.344,5013.779,260.91
26480.0,2000.0,7820.0,5357,1,nomad,mm,1,exp15,1,1,1,1,8,512,30,17280.645,28082.176,5073.417,260.1
1.35,2000.0,59462.0,39811,1,nomad,sn,1,exp15,2,1,1,1,8,512,30,0.635,2.396,0.24,1981.18
15560.0,2000.0,32940.0,21811,1,nomad,hr,1,exp15,5,1,1,1,8,512,30,8414.203,19218.432,3050.504,1095.97
1.34,2000.0,59228.0,39797,1,nomad,sn,1,exp15,5,1,1,1,8,512,30,0.633,2.478,0.236,1973.98
1.34,2000.0,59706.0,39853,1,nomad,sn,1,exp15,4,1,1,1,8,512,30,0.637,2.426,0.231,1989.55
1.32,2000.0,59712.0,39852,1,nomad,sn,1,exp15,3,1,1,1,8,512,30,0.629,2.194,0.235,1990.12
1.32,2000.0,59714.0,39857,1,nomad,sn,1,exp15,1,1,1,1,8,512,30,0.631,2.472,0.238,1989.53
15780.0,2000.0,32811.0,23199,1,nomad,hr,1,exp15,1,1,1,1,8,512,30,9094.603,18235.392,2938.845,1091.29
0.98,3000.0,89552.0,59888,1,nomad,sn,1,exp15,5,1,1,1,8,512,30,0.52,1.97,0.17,2984.67
0.98,3000.0,89546.0,59890,1,nomad,sn,1,exp15,4,1,1,1,8,512,30,0.515,1.93,0.17,2984.4
0.96,3000.0,89549.0,59887,1,nomad,sn,1,exp15,3,1,1,1,8,512,30,0.515,1.821,0.167,2983.95
0.94,3000.0,89547.0,59890,1,nomad,sn,1,exp15,2,1,1,1,8,512,30,0.517,2.918,0.162,2984.39
0.99,3000.0,89922.0,59866,1,nomad,sn,1,exp15,1,1,1,1,8,512,30,0.518,2.028,0.174,2996.53
27490.0,3000.0,7802.0,5325,1,nomad,mm,1,exp15,3,1,1,1,8,512,30,18221.924,28377.088,5270.448,259.53
27340.0,3000.0,7746.0,5360,1,nomad,mm,1,exp15,5,1,1,1,8,512,30,18126.746,28606.464,5263.942,257.64
27410.0,3000.0,7819.0,5363,1,nomad,mm,1,exp15,4,1,1,1,8,512,30,18044.909,28475.392,5279.123,260.17
20170.0,3000.0,33351.0,20845,1,nomad,hr,1,exp15,5,1,1,1,8,512,30,12112.651,22315.008,3992.851,1109.19
27410.0,3000.0,7963.0,5470,1,nomad,mm,1,exp15,2,1,1,1,8,512,30,18183.943,28442.624,5237.505,265.02
27280.0,3000.0,7697.0,5307,1,nomad,mm,1,exp15,1,1,1,1,8,512,30,18117.721,28278.784,5269.293,256.02
20370.0,3000.0,31867.0,20974,1,nomad,hr,1,exp15,4,1,1,1,8,512,30,12518.402,22347.776,3951.915,1061.59
18450.0,3000.0,39075.0,26461,1,nomad,hr,1,exp15,1,1,1,1,8,512,30,11032.192,20774.912,3485.83,1300.04
17660.0,3000.0,41903.0,27901,1,nomad,hr,1,exp15,2,1,1,1,8,512,30,10306.208,20512.768,3446.83,1393.75
12010.0,3000.0,59835.0,36622,1,nomad,hr,1,exp15,3,1,1,1,8,512,30,3871.104,16908.288,2776.975,1994.43
27930.0,4000.0,7849.0,5355,1,nomad,mm,1,exp15,2,1,1,1,8,512,30,18698.694,28688.384,5374.018,261.07
22510.0,4000.0,32289.0,21506,1,nomad,hr,1,exp15,3,1,1,1,8,512,30,14255.148,24870.912,4385.928,1074.68
20380.0,4000.0,41993.0,28328,1,nomad,hr,1,exp15,2,1,1,1,8,512,30,12817.332,22904.832,3765.587,1396.68
20410.0,4000.0,41599.0,27861,1,nomad,hr,1,exp15,1,1,1,1,8,512,30,12884.074,22528.0,3884.154,1383.63
0.86,4000.0,120032.0,80073,1,nomad,sn,1,exp15,1,1,1,1,8,512,30,0.481,2.296,0.148,4000.67
0.845,4000.0,120013.0,80081,1,nomad,sn,1,exp15,2,1,1,1,8,512,30,0.476,2.002,0.144,4000.26
0.87,4000.0,120040.0,80070,1,nomad,sn,1,exp15,3,1,1,1,8,512,30,0.481,2.312,0.151,4001.21
0.86,4000.0,120040.0,80072,1,nomad,sn,1,exp15,4,1,1,1,8,512,30,0.482,1.766,0.146,4000.01
0.86,4000.0,119523.0,80063,1,nomad,sn,1,exp15,5,1,1,1,8,512,30,0.482,2.118,0.149,3984.12
22460.0,4000.0,32851.0,21693,1,nomad,hr,1,exp15,4,1,1,1,8,512,30,14404.323,24625.152,4313.763,1092.63
27900.0,4000.0,7750.0,5257,1,nomad,mm,1,exp15,1,1,1,1,8,512,30,18687.43,28606.464,5381.167,258.12
22690.0,4000.0,31642.0,21529,1,nomad,hr,1,exp15,5,1,1,1,8,512,30,14527.154,24608.768,4288.964,1053.26
27890.0,4000.0,7833.0,5390,1,nomad,mm,1,exp15,3,1,1,1,8,512,30,18535.973,28688.384,5367.386,260.94
27970.0,4000.0,7868.0,5399,1,nomad,mm,1,exp15,4,1,1,1,8,512,30,18501.826,28803.072,5357.275,261.7
27920.0,4000.0,7765.0,5309,1,nomad,mm,1,exp15,5,1,1,1,8,512,30,18687.242,28966.912,5390.826,258.75
28260.0,5000.0,7810.0,5323,1,nomad,mm,1,exp15,1,1,1,1,8,512,30,18975.274,29212.672,5470.93,259.79
28300.0,5000.0,7771.0,5262,1,nomad,mm,1,exp15,2,1,1,1,8,512,30,18855.954,29179.904,5468.281,258.54
28180.0,5000.0,7692.0,5244,1,nomad,mm,1,exp15,5,1,1,1,8,512,30,18921.18,28901.376,5434.808,255.88
28260.0,5000.0,7858.0,5368,1,nomad,mm,1,exp15,4,1,1,1,8,512,30,18885.466,28999.68,5483.61,261.47
28200.0,5000.0,7878.0,5382,1,nomad,mm,1,exp15,3,1,1,1,8,512,30,18683.462,28934.144,5437.687,262.12
21140.0,6000.0,85357.0,56214,1,nomad,sn,1,exp15,3,1,1,1,8,512,30,7010.591,25100.288,3886.82,2841.71
16830.0,6000.0,89809.0,56142,1,nomad,sn,1,exp15,2,1,1,1,8,512,30,9471.777,19693.568,3374.051,2992.29
19640.0,6000.0,91110.0,55218,1,nomad,sn,1,exp15,1,1,1,1,8,512,30,6692.093,22708.224,4277.768,3030.45
16700.0,6000.0,89935.0,56373,1,nomad,sn,1,exp15,4,1,1,1,8,512,30,8113.479,20578.304,3336.059,2993.89
19840.0,6000.0,86876.0,56251,1,nomad,sn,1,exp15,5,1,1,1,8,512,30,6880.989,24248.32,4380.356,2894.53
24310.0,6000.0,35293.0,24227,1,nomad,hr,1,exp15,4,1,1,1,8,512,30,15750.784,25903.104,4582.998,1173.78
24810.0,6000.0,31838.0,21449,1,nomad,hr,1,exp15,3,1,1,1,8,512,30,16588.39,26083.328,4892.859,1059.78
23170.0,6000.0,43277.0,28443,1,nomad,hr,1,exp15,2,1,1,1,8,512,30,15328.39,24887.296,4397.16,1442.08
23360.0,6000.0,40739.0,27327,1,nomad,hr,1,exp15,1,1,1,1,8,512,30,15308.34,24969.216,4469.601,1357.96
24870.0,6000.0,32648.0,22086,1,nomad,hr,1,exp15,5,1,1,1,8,512,30,16442.779,26624.0,4828.466,1086.29
19920.0,10000.0,85400.0,56126,1,nomad,sn,1,exp15,2,1,1,1,8,512,30,10594.501,26640.384,3786.127,2840.54
26460.0,10000.0,34983.0,23378,1,nomad,hr,1,exp15,5,1,1,1,8,512,30,17733.282,27590.656,5198.081,1164.66
26530.0,10000.0,32441.0,21805,1,nomad,hr,1,exp15,4,1,1,1,8,512,30,17579.649,27508.736,5077.215,1080.06
26620.0,10000.0,32142.0,21545,1,nomad,hr,1,exp15,3,1,1,1,8,512,30,17271.743,27705.344,5282.17,1069.07
25740.0,10000.0,41207.0,28392,1,nomad,hr,1,exp15,2,1,1,1,8,512,30,17067.51,26951.68,4960.234,1370.5
25850.0,10000.0,39841.0,26308,1,nomad,hr,1,exp15,1,1,1,1,8,512,30,17248.531,27033.6,5037.359,1325.12
21820.0,10000.0,86028.0,55962,1,nomad,sn,1,exp15,1,1,1,1,8,512,30,12867.412,25001.984,4298.463,2861.34
21120.0,10000.0,86123.0,56531,1,nomad,sn,1,exp15,5,1,1,1,8,512,30,12557.563,26476.544,4007.103,2867.9
21770.0,10000.0,85016.0,55195,1,nomad,sn,1,exp15,4,1,1,1,8,512,30,13521.104,26492.928,4263.076,2827.8
22380.0,10000.0,85012.0,55508,1,nomad,sn,1,exp15,3,1,1,1,8,512,30,11419.51,26263.552,4181.546,2830.51
