Latency,Requests,Throughput,Measured_Throughput,Baseline,Orchestrator,Benchmark,Infinite,Exp,N,Availability,Horizontal,Vertical,Threads,Connections,Duration,Mean,Max,StdDev,ReqSec
26530.0,2000.0,7678.0,5284,0,nomad,mm,1,exp12,4,0,1,1,8,512,30,17310.051,28049.408,5046.102,255.48
26360.0,2000.0,7770.0,5371,0,nomad,mm,1,exp12,3,0,1,1,8,512,30,17160.501,28033.024,5031.369,258.85
26440.0,2000.0,7911.0,5378,0,nomad,mm,1,exp12,2,0,1,1,8,512,30,17044.243,27951.104,5129.839,263.13
26530.0,2000.0,7660.0,5253,0,nomad,mm,1,exp12,1,0,1,1,8,512,30,17184.609,27869.184,4964.66,254.79
1.17,2000.0,59463.0,39813,0,nomad,sn,1,exp12,2,0,1,1,8,512,30,0.621,3.112,0.182,1981.35
1.74,2000.0,59705.0,39852,0,nomad,hr,1,exp12,5,0,1,1,8,512,30,0.468,14.096,0.482,1989.97
1.18,2000.0,59463.0,39814,0,nomad,sn,1,exp12,5,0,1,1,8,512,30,0.622,4.56,0.187,1981.51
1.16,2000.0,59715.0,39856,0,nomad,sn,1,exp12,4,0,1,1,8,512,30,0.622,2.068,0.175,1990.05
1.19,2000.0,59462.0,39814,0,nomad,sn,1,exp12,3,0,1,1,8,512,30,0.623,5.396,0.189,1981.64
1.2,2000.0,59458.0,39814,0,nomad,sn,1,exp12,1,0,1,1,8,512,30,0.625,4.184,0.187,1981.35
16510.0,2000.0,32109.0,22950,0,nomad,hr,1,exp12,1,0,1,1,8,512,30,9467.91,19693.568,2974.901,1070.18
0.9,3000.0,89549.0,59891,0,nomad,sn,1,exp12,5,0,1,1,8,512,30,0.532,1.996,0.137,2984.57
0.89,3000.0,89931.0,59857,0,nomad,sn,1,exp12,4,0,1,1,8,512,30,0.531,4.168,0.139,2997.17
0.88,3000.0,89544.0,59886,0,nomad,sn,1,exp12,3,0,1,1,8,512,30,0.53,3.148,0.137,2984.18
0.91,3000.0,89924.0,59863,0,nomad,sn,1,exp12,2,0,1,1,8,512,30,0.532,1.745,0.143,2996.99
0.91,3000.0,89542.0,59887,0,nomad,sn,1,exp12,1,0,1,1,8,512,30,0.531,3.288,0.142,2984.16
27380.0,3000.0,7747.0,5310,0,nomad,mm,1,exp12,3,0,1,1,8,512,30,18083.191,28508.16,5272.958,257.7
27540.0,3000.0,7246.0,5678,0,nomad,mm,1,exp12,5,0,1,1,8,512,30,18046.909,28835.84,5207.578,241.09
27390.0,3000.0,7795.0,5373,0,nomad,mm,1,exp12,4,0,1,1,8,512,30,18129.236,28311.552,5181.269,259.31
22040.0,3000.0,26732.0,18002,0,nomad,hr,1,exp12,5,0,1,1,8,512,30,14011.625,24166.4,4080.747,891.1
27480.0,3000.0,7650.0,5274,0,nomad,mm,1,exp12,2,0,1,1,8,512,30,18087.223,28622.848,5268.808,254.45
27410.0,3000.0,7761.0,5302,0,nomad,mm,1,exp12,1,0,1,1,8,512,30,18135.218,29016.064,5347.849,258.14
19960.0,3000.0,33479.0,22533,0,nomad,hr,1,exp12,4,0,1,1,8,512,30,12139.386,21905.408,3789.237,1115.52
19150.0,3000.0,36328.0,24578,0,nomad,hr,1,exp12,1,0,1,1,8,512,30,11904.839,21528.576,3667.013,1208.2
20610.0,3000.0,31196.0,21452,0,nomad,hr,1,exp12,2,0,1,1,8,512,30,12975.23,23068.672,3894.967,1038.32
19960.0,3000.0,32806.0,22027,0,nomad,hr,1,exp12,3,0,1,1,8,512,30,12345.896,22380.544,3864.419,1092.36
27970.0,4000.0,7669.0,5296,0,nomad,mm,1,exp12,2,0,1,1,8,512,30,18522.502,28966.912,5376.027,255.11
22150.0,4000.0,35247.0,23961,0,nomad,hr,1,exp12,3,0,1,1,8,512,30,14171.336,25247.744,4177.044,1172.33
22410.0,4000.0,32014.0,21650,0,nomad,hr,1,exp12,2,0,1,1,8,512,30,14308.757,24903.68,4349.762,1065.94
21460.0,4000.0,36903.0,24869,0,nomad,hr,1,exp12,1,0,1,1,8,512,30,13689.83,23150.592,4033.172,1228.78
0.829,4000.0,119029.0,80065,0,nomad,sn,1,exp12,1,0,1,1,8,512,30,0.505,2.404,0.131,3967.55
0.845,4000.0,119504.0,80064,0,nomad,sn,1,exp12,2,0,1,1,8,512,30,0.508,4.038,0.136,3983.25
0.841,4000.0,119520.0,80067,0,nomad,sn,1,exp12,3,0,1,1,8,512,30,0.506,3.614,0.133,3983.72
0.837,4000.0,119518.0,80066,0,nomad,sn,1,exp12,4,0,1,1,8,512,30,0.505,5.436,0.137,3983.88
0.843,4000.0,119518.0,80065,0,nomad,sn,1,exp12,5,0,1,1,8,512,30,0.508,4.054,0.136,3983.57
22330.0,4000.0,33526.0,22413,0,nomad,hr,1,exp12,4,0,1,1,8,512,30,14309.365,24723.456,4199.159,1116.71
27980.0,4000.0,7767.0,5358,0,nomad,mm,1,exp12,1,0,1,1,8,512,30,18398.442,28950.528,5425.435,258.35
23280.0,4000.0,28851.0,19258,0,nomad,hr,1,exp12,5,0,1,1,8,512,30,14853.214,25788.416,4483.724,961.28
28100.0,4000.0,7160.0,5382,0,nomad,mm,1,exp12,3,0,1,1,8,512,30,18516.014,29032.448,5428.791,238.15
28070.0,4000.0,7661.0,5247,0,nomad,mm,1,exp12,4,0,1,1,8,512,30,18803.264,29048.832,5475.48,254.82
27870.0,4000.0,7703.0,5272,0,nomad,mm,1,exp12,5,0,1,1,8,512,30,18556.798,28835.84,5382.921,256.23
28280.0,5000.0,7806.0,5301,0,nomad,mm,1,exp12,1,0,1,1,8,512,30,18994.329,28999.68,5456.619,259.79
28200.0,5000.0,7833.0,5332,0,nomad,mm,1,exp12,2,0,1,1,8,512,30,18670.37,29081.6,5441.605,260.8
28310.0,5000.0,7634.0,5180,0,nomad,mm,1,exp12,5,0,1,1,8,512,30,18974.24,29179.904,5511.086,253.91
28130.0,5000.0,7846.0,5357,0,nomad,mm,1,exp12,4,0,1,1,8,512,30,18782.059,29163.52,5462.229,261.47
28160.0,5000.0,7577.0,5195,0,nomad,mm,1,exp12,3,0,1,1,8,512,30,18642.744,28966.912,5459.151,252.46
19580.0,6000.0,80836.0,52808,0,nomad,sn,1,exp12,3,0,1,1,8,512,30,5977.267,23511.04,3682.932,2688.57
19710.0,6000.0,81900.0,53546,0,nomad,sn,1,exp12,2,0,1,1,8,512,30,7336.786,22855.68,3849.46,2724.03
19610.0,6000.0,84220.0,52042,0,nomad,sn,1,exp12,1,0,1,1,8,512,30,6349.643,24657.92,3558.241,2805.99
19690.0,6000.0,85342.0,53165,0,nomad,sn,1,exp12,4,0,1,1,8,512,30,5007.171,22577.152,4026.17,2843.27
19610.0,6000.0,85540.0,53407,0,nomad,sn,1,exp12,5,0,1,1,8,512,30,5169.172,22593.536,3556.022,2851.5
24630.0,6000.0,33607.0,22385,0,nomad,hr,1,exp12,4,0,1,1,8,512,30,16154.695,26050.56,4778.864,1117.81
24580.0,6000.0,34177.0,22977,0,nomad,hr,1,exp12,3,0,1,1,8,512,30,16030.411,26181.632,4654.617,1137.61
24540.0,6000.0,33509.0,22259,0,nomad,hr,1,exp12,2,0,1,1,8,512,30,16128.172,26001.408,4625.729,1116.49
24130.0,6000.0,35762.0,23967,0,nomad,hr,1,exp12,1,0,1,1,8,512,30,15764.475,25722.88,4631.085,1190.99
25400.0,6000.0,28124.0,18994,0,nomad,hr,1,exp12,5,0,1,1,8,512,30,16634.684,26935.296,4915.893,935.35
21100.0,10000.0,80716.0,53306,0,nomad,sn,1,exp12,2,0,1,1,8,512,30,11255.309,25640.96,4158.944,2689.37
27300.0,10000.0,27156.0,18564,0,nomad,hr,1,exp12,5,0,1,1,8,512,30,18179.728,28327.936,5221.548,903.22
26530.0,10000.0,33638.0,22688,0,nomad,hr,1,exp12,4,0,1,1,8,512,30,17778.944,27361.28,5124.164,1121.15
26640.0,10000.0,34287.0,23174,0,nomad,hr,1,exp12,3,0,1,1,8,512,30,17696.977,27574.272,4992.346,1140.99
26480.0,10000.0,33201.0,22532,0,nomad,hr,1,exp12,2,0,1,1,8,512,30,17428.106,27754.496,5125.841,1105.15
26280.0,10000.0,37301.0,25491,0,nomad,hr,1,exp12,1,0,1,1,8,512,30,17578.988,27049.984,5060.767,1240.67
21100.0,10000.0,80379.0,52865,0,nomad,sn,1,exp12,1,0,1,1,8,512,30,12683.574,25985.024,4057.831,2675.24
19870.0,10000.0,79765.0,52824,0,nomad,sn,1,exp12,5,0,1,1,8,512,30,11510.861,24117.248,3757.78,2652.92
21400.0,10000.0,79382.0,53153,0,nomad,sn,1,exp12,4,0,1,1,8,512,30,12201.987,25231.36,4238.409,2641.55
22540.0,10000.0,80183.0,53182,0,nomad,sn,1,exp12,3,0,1,1,8,512,30,10546.123,25788.416,4221.745,2669.64
