Latency,Requests,Throughput,Measured_Throughput,Baseline,Orchestrator,Benchmark,Infinite,Exp,N,Availability,Horizontal,Vertical,Threads,Connections,Duration,Mean,Max,StdDev,ReqSec
3.06,4000.0,119511.0,80065,1,k8s,sn,1,exp15,1,1,1,1,8,512,30,1.849,100.864,1.75,3983.36
2.94,4000.0,119518.0,80065,1,k8s,sn,1,exp15,2,1,1,1,8,512,30,1.778,4.784,0.379,3983.59
22.56,4000.0,119522.0,80065,1,k8s,sn,1,exp15,3,1,1,1,8,512,30,2.358,141.056,4.551,3983.34
16.59,4000.0,120036.0,80098,1,k8s,sn,1,exp15,4,1,1,1,8,512,30,2.113,108.224,3.528,4000.85
2.92,4000.0,119512.0,80065,1,k8s,sn,1,exp15,5,1,1,1,8,512,30,1.758,5.084,0.376,3983.38
8270.0,4000.0,103028.0,70673,1,k8s,hr,1,exp15,4,1,1,1,8,512,30,2896.378,11034.624,1878.885,3426.61
20480.0,4000.0,40945.0,27590,1,k8s,hr,1,exp15,5,1,1,1,8,512,30,13022.359,22396.928,3830.519,1362.09
21070.0,4000.0,40387.0,27024,1,k8s,hr,1,exp15,3,1,1,1,8,512,30,13359.78,23003.136,4004.518,1343.31
23490.0,4000.0,1050.0,939,1,k8s,mm,1,exp15,4,1,1,1,8,512,30,15651.662,29212.672,5046.006,34.92
27050.0,4000.0,11951.0,8103,1,k8s,mm,1,exp15,3,1,1,1,8,512,30,17932.985,28114.944,5199.294,398.41
24610.0,4000.0,1051.0,951,1,k8s,mm,1,exp15,5,1,1,1,8,512,30,15638.532,29048.832,5095.331,34.96
3.19,5000.0,149991.0,100019,1,k8s,sn,1,exp15,5,1,1,1,8,512,30,1.774,24.848,0.839,4998.76
2.82,5000.0,149362.0,100023,1,k8s,sn,1,exp15,4,1,1,1,8,512,30,1.737,10.976,0.397,4978.1
2.88,5000.0,149371.0,100024,1,k8s,sn,1,exp15,3,1,1,1,8,512,30,1.749,21.968,0.541,4978.98
2930.0,5000.0,145039.0,95850,1,k8s,sn,1,exp15,2,1,1,1,8,512,30,658.284,4759.552,648.86,4827.63
4.08,5000.0,149365.0,100028,1,k8s,sn,1,exp15,1,1,1,1,8,512,30,1.862,67.968,2.183,4978.41
25310.0,5000.0,1056.0,982,1,k8s,mm,1,exp15,5,1,1,1,8,512,30,15490.413,28311.552,5123.344,35.12
25970.0,5000.0,1051.0,947,1,k8s,mm,1,exp15,4,1,1,1,8,512,30,15668.043,28508.16,5100.816,34.96
21220.0,5000.0,9373.0,5502,1,k8s,mm,1,exp15,3,1,1,1,8,512,30,15181.658,27754.496,3530.911,311.75
29100.0,5000.0,4550.0,4466,1,k8s,mm,1,exp15,2,1,1,1,8,512,30,22775.981,29605.888,4995.653,151.33
27380.0,5000.0,12031.0,8190,1,k8s,mm,1,exp15,1,1,1,1,8,512,30,18144.916,28344.32,5307.162,400.96
9290.0,6000.0,141324.0,93487,1,k8s,sn,1,exp15,3,1,1,1,8,512,30,3922.188,11788.288,2043.617,4702.12
8920.0,6000.0,142057.0,92943,1,k8s,sn,1,exp15,2,1,1,1,8,512,30,3666.025,11821.056,2001.491,4724.56
8660.0,6000.0,144362.0,94533,1,k8s,sn,1,exp15,1,1,1,1,8,512,30,3713.957,12132.352,1930.605,4805.16
23540.0,6000.0,40801.0,27836,1,k8s,hr,1,exp15,3,1,1,1,8,512,30,15617.811,25821.184,4390.516,1358.52
9320.0,6000.0,139767.0,93606,1,k8s,sn,1,exp15,4,1,1,1,8,512,30,4128.248,11681.792,2031.481,4655.91
23300.0,6000.0,41196.0,27498,1,k8s,hr,1,exp15,5,1,1,1,8,512,30,15253.354,24870.912,4530.024,1372.66
23270.0,6000.0,41414.0,27762,1,k8s,hr,1,exp15,1,1,1,1,8,512,30,15213.273,25116.672,4385.271,1377.68
23490.0,6000.0,40314.0,26834,1,k8s,hr,1,exp15,2,1,1,1,8,512,30,15496.461,24985.6,4475.798,1340.85
14510.0,6000.0,108826.0,74109,1,k8s,hr,1,exp15,4,1,1,1,8,512,30,8051.967,17907.712,2845.374,3623.71
9270.0,6000.0,141957.0,94799,1,k8s,sn,1,exp15,5,1,1,1,8,512,30,4124.264,12312.576,2045.085,4721.56
25740.0,10000.0,41664.0,28207,1,k8s,hr,1,exp15,5,1,1,1,8,512,30,16996.321,26820.608,5021.511,1387.19
23360.0,10000.0,68004.0,32340,1,k8s,hr,1,exp15,4,1,1,1,8,512,30,12958.473,24887.296,5413.137,2266.7
25720.0,10000.0,41685.0,27936,1,k8s,hr,1,exp15,3,1,1,1,8,512,30,17127.779,26968.064,4954.886,1386.75
25740.0,10000.0,41689.0,28165,1,k8s,hr,1,exp15,2,1,1,1,8,512,30,17072.381,26705.92,4936.518,1389.37
25850.0,10000.0,40624.0,27250,1,k8s,hr,1,exp15,1,1,1,1,8,512,30,16910.909,26951.68,4976.042,1353.54
16890.0,10000.0,142260.0,94478,1,k8s,sn,1,exp15,1,1,1,1,8,512,30,10288.589,19038.208,3251.919,4731.3
17190.0,10000.0,139948.0,92362,1,k8s,sn,1,exp15,2,1,1,1,8,512,30,10410.258,19415.04,3269.188,4659.92
16920.0,10000.0,141784.0,93943,1,k8s,sn,1,exp15,3,1,1,1,8,512,30,10366.3,19644.416,3245.538,4722.68
17120.0,10000.0,140509.0,93640,1,k8s,sn,1,exp15,4,1,1,1,8,512,30,10464.61,19087.36,3236.753,4677.6
16790.0,10000.0,141161.0,92905,1,k8s,sn,1,exp15,5,1,1,1,8,512,30,10203.39,19382.272,3292.856,4699.87
